time;DNI;DHI;gamma;psi
6548;0;0;0;108.55
6549;0;0;0;121.85
6550;0;0;0;137.33
6551;0;0;0;155.58
6552;0;0;0;176.08
6553;0;0;0;-162.81
6554;0;0;0;-143.59
6555;0;0;0;-127.14
6556;0;0;0;-113.15
6557;0;0;0;-100.82
6558;0;0;0;-89.36
6559;82;58;4.98;-78.05
6560;161;107;14.38;-66.22
6561;357;137;22.91;-53.23
6562;473;145;30;-38.49
6563;432;171;34.97;-21.73
6564;264;197;37.13;-3.39
6565;105;183;36.1;15.24
6566;94;169;32.08;32.67
6567;85;118;25.67;48.14
6568;55;54;17.59;61.7
6569;24;22;8.44;73.88
6570;0;3;0;85.3
6571;0;0;0;96.63
6572;0;0;0;108.55
6573;0;0;0;121.85
6574;0;0;0;137.33
6575;0;0;0;155.58
6576;0;0;0;176.17
6577;0;0;0;-162.59
6578;0;0;0;-143.3
6579;0;0;0;-126.82
6580;0;0;0;-112.82
6581;0;0;0;-100.5
6582;0;0;0;-89.04
6583;15;45;4.74;-77.74
6584;14;77;14.12;-65.92
6585;86;111;22.62;-52.93
6586;207;150;29.68;-38.22
6587;208;171;34.61;-21.52
6588;161;185;36.74;-3.27
6589;244;194;35.71;15.25
6590;413;159;31.69;32.6
6591;459;107;25.29;48
6592;350;72;17.22;61.53
6593;141;27;8.09;73.69
6594;0;2;0;85.1
6595;0;0;0;96.43
6596;0;0;0;108.36
6597;0;0;0;121.67
6598;0;0;0;137.2
6599;0;0;0;155.54
6600;0;0;0;176.26
6601;0;0;0;-162.38
6602;0;0;0;-143
6603;0;0;0;-126.49
6604;0;0;0;-112.49
6605;0;0;0;-100.18
6606;0;0;0;-88.73
6607;60;62;4.49;-77.43
6608;116;134;13.86;-65.61
6609;155;207;22.33;-52.64
6610;158;248;29.36;-37.96
6611;143;275;34.26;-21.32
6612;218;261;36.36;-3.15
6613;435;187;35.31;15.26
6614;415;147;31.3;32.52
6615;242;127;24.92;47.87
6616;129;76;16.86;61.36
6617;16;25;7.74;73.5
6618;0;2;0;84.91
6619;0;0;0;96.23
6620;0;0;0;108.16
6621;0;0;0;121.49
6622;0;0;0;137.07
6623;0;0;0;155.5
6624;0;0;0;176.34
6625;0;0;0;-162.16
6626;0;0;0;-142.71
6627;0;0;0;-126.17
6628;0;0;0;-112.17
6629;0;0;0;-99.86
6630;0;0;0;-88.41
6631;303;47;4.25;-77.12
6632;565;73;13.59;-65.31
6633;687;88;22.04;-52.35
6634;685;120;29.04;-37.7
6635;603;165;33.9;-21.11
6636;586;158;35.97;-3.04
6637;512;153;34.92;15.27
6638;336;163;30.91;32.44
6639;194;135;24.54;47.73
6640;73;83;16.5;61.2
6641;8;26;7.4;73.31
6642;0;1;0;84.71
6643;0;0;0;96.03
6644;0;0;0;107.96
6645;0;0;0;121.31
6646;0;0;0;136.94
6647;0;0;0;155.45
6648;0;0;0;176.43
6649;0;0;0;-161.95
6650;0;0;0;-142.41
6651;0;0;0;-125.85
6652;0;0;0;-111.84
6653;0;0;0;-99.54
6654;0;0;0;-88.1
6655;241;56;4;-76.81
6656;388;102;13.33;-65.01
6657;444;149;21.76;-52.07
6658;552;156;28.72;-37.45
6659;684;134;33.54;-20.92
6660;733;120;35.59;-2.93
6661;759;103;34.52;15.28
6662;709;94;30.52;32.37
6663;619;78;24.17;47.6
6664;467;52;16.15;61.03
6665;183;20;7.05;73.13
6666;0;1;0;84.51
6667;0;0;0;95.82
6668;0;0;0;107.77
6669;0;0;0;121.13
6670;0;0;0;136.8
6671;0;0;0;155.4
6672;0;0;0;176.52
6673;0;0;0;-161.73
6674;0;0;0;-142.12
6675;0;0;0;-125.52
6676;0;0;0;-111.52
6677;0;0;0;-99.22
6678;0;0;0;-87.79
6679;0;22;3.75;-76.51
6680;0;53;13.07;-64.71
6681;100;111;21.47;-51.79
6682;263;130;28.39;-37.19
6683;261;137;33.19;-20.72
6684;131;169;35.21;-2.83
6685;96;140;34.13;15.29
6686;72;102;30.14;32.29
6687;15;88;23.8;47.46
6688;8;54;15.79;60.86
6689;2;16;6.71;72.94
6690;0;1;0;84.31
6691;0;0;0;95.62
6692;0;0;0;107.56
6693;0;0;0;120.95
6694;0;0;0;136.66
6695;0;0;0;155.35
6696;0;0;0;176.6
6697;0;0;0;-161.52
6698;0;0;0;-141.83
6699;0;0;0;-125.2
6700;0;0;0;-111.19
6701;0;0;0;-98.9
6702;0;0;0;-87.48
6703;211;48;3.51;-76.21
6704;291;95;12.8;-64.42
6705;248;168;21.18;-51.51
6706;403;187;28.07;-36.95
6707;597;155;32.83;-20.54
6708;597;153;34.83;-2.73
6709;590;140;33.75;15.29
6710;555;113;29.76;32.21
6711;483;88;23.43;47.32
6712;371;55;15.44;60.69
6713;141;18;6.37;72.75
6714;0;1;0;84.11
6715;0;0;0;95.42
6716;0;0;0;107.36
6717;0;0;0;120.76
6718;0;0;0;136.51
6719;0;0;0;155.3
6720;0;0;0;176.68
6721;0;0;0;-161.31
6722;0;0;0;-141.53
6723;0;0;0;-124.88
6724;0;0;0;-110.87
6725;0;0;0;-98.59
6726;0;0;0;-87.18
6727;381;43;3.26;-75.91
6728;492;87;12.54;-64.13
6729;551;127;20.89;-51.23
6730;526;173;27.75;-36.71
6731;476;209;32.48;-20.35
6732;500;201;34.45;-2.63
6733;577;160;33.36;15.29
6734;638;111;29.38;32.13
6735;542;84;23.07;47.19
6736;302;63;15.09;60.52
6737;89;22;6.03;72.56
6738;0;1;0;83.91
6739;0;0;0;95.21
6740;0;0;0;107.16
6741;0;0;0;120.57
6742;0;0;0;136.36
6743;0;0;0;155.24
6744;0;0;0;176.76
6745;0;0;0;-161.09
6746;0;0;0;-141.24
6747;0;0;0;-124.56
6748;0;0;0;-110.55
6749;0;0;0;-98.28
6750;0;0;0;-86.88
6751;109;58;3.01;-75.62
6752;303;105;12.27;-63.85
6753;474;133;20.6;-50.96
6754;512;156;27.43;-36.47
6755;555;156;32.12;-20.17
6756;478;190;34.07;-2.54
6757;245;232;32.97;15.29
6758;74;194;29;32.04
6759;10;107;22.7;47.05
6760;2;36;14.74;60.35
6761;0;8;5.7;72.37
6762;0;0;0;83.71
6763;0;0;0;95
6764;0;0;0;106.95
6765;0;0;0;120.38
6766;0;0;0;136.21
6767;0;0;0;155.18
6768;0;0;0;176.84
6769;0;0;0;-160.88
6770;0;0;0;-140.95
6771;0;0;0;-124.25
6772;0;0;0;-110.24
6773;0;0;0;-97.97
6774;0;0;0;-86.58
6775;25;40;2.77;-75.32
6776;25;90;12.01;-63.56
6777;15;122;20.31;-50.7
6778;8;139;27.11;-36.24
6779;3;135;31.77;-20
6780;5;110;33.7;-2.45
6781;9;95;32.59;15.29
6782;187;93;28.62;31.96
6783;419;80;22.34;46.91
6784;250;47;14.4;60.17
6785;12;15;5.36;72.18
6786;0;0;0;83.51
6787;0;0;0;94.8
6788;0;0;0;106.74
6789;0;0;0;120.18
6790;0;0;0;136.06
6791;0;0;0;155.12
6792;0;0;0;176.91
6793;0;0;0;-160.67
6794;0;0;0;-140.66
6795;0;0;0;-123.93
6796;0;0;0;-109.92
6797;0;0;0;-97.66
6798;0;0;0;-86.28
6799;33;29;2.52;-75.04
6800;42;82;11.74;-63.29
6801;34;144;20.02;-50.44
6802;48;187;26.79;-36.01
6803;66;192;31.42;-19.83
6804;96;202;33.33;-2.36
6805;146;199;32.21;15.28
6806;157;169;28.25;31.88
6807;148;129;21.98;46.77
6808;140;64;14.05;60
6809;63;15;5.03;71.99
6810;0;0;0;83.31
6811;0;0;0;94.59
6812;0;0;0;106.53
6813;0;0;0;119.98
6814;0;0;0;135.9
6815;0;0;0;155.05
6816;0;0;0;176.99
6817;0;0;0;-160.46
6818;0;0;0;-140.37
6819;0;0;0;-123.62
6820;0;0;0;-109.61
6821;0;0;0;-97.36
6822;0;0;0;-85.99
6823;43;34;2.27;-74.75
6824;39;71;11.48;-63.01
6825;91;112;19.72;-50.18
6826;125;163;26.46;-35.78
6827;91;199;31.07;-19.66
6828;90;185;32.95;-2.28
6829;138;164;31.83;15.27
6830;263;124;27.88;31.79
6831;328;78;21.63;46.63
6832;179;47;13.72;59.83
6833;29;10;4.71;71.8
6834;0;0;0;83.1
6835;0;0;0;94.38
6836;0;0;0;106.32
6837;0;0;0;119.78
6838;0;0;0;135.74
6839;0;0;0;154.98
6840;0;0;0;177.06
6841;0;0;0;-160.26
6842;0;0;0;-140.08
6843;0;0;0;-123.3
6844;0;0;0;-109.3
6845;0;0;0;-97.06
6846;0;0;0;-85.69
6847;22;40;2.02;-74.47
6848;218;69;11.21;-62.74
6849;390;101;19.43;-49.93
6850;270;161;26.14;-35.57
6851;150;199;30.72;-19.5
6852;307;175;32.59;-2.2
6853;530;125;31.46;15.26
6854;517;98;27.51;31.7
6855;417;68;21.28;46.49
6856;302;34;13.38;59.66
6857;105;11;4.39;71.61
6858;0;0;0;82.9
6859;0;0;0;94.16
6860;0;0;0;106.11
6861;0;0;0;119.58
6862;0;0;0;135.58
6863;0;0;0;154.91
6864;0;0;0;177.13
6865;0;0;0;-160.05
6866;0;0;0;-139.8
6867;0;0;0;-122.99
6868;0;0;0;-108.99
6869;0;0;0;-96.76
6870;0;0;0;-85.41
6871;5;17;1.77;-74.19
6872;5;45;10.95;-62.47
6873;10;85;19.14;-49.68
6874;38;121;25.83;-35.35
6875;29;137;30.37;-19.35
6876;6;139;32.22;-2.13
6877;16;135;31.09;15.24
6878;13;110;27.15;31.61
6879;2;60;20.93;46.35
6880;5;24;13.05;59.49
6881;4;7;4.07;71.41
6882;0;0;0;82.7
6883;0;0;0;93.95
6884;0;0;0;105.89
6885;0;0;0;119.37
6886;0;0;0;135.41
6887;0;0;0;154.83
6888;0;0;0;177.19
6889;0;0;0;-159.85
6890;0;0;0;-139.52
6891;0;0;0;-122.69
6892;0;0;0;-108.68
6893;0;0;0;-96.46
6894;0;0;0;-85.12
6895;76;32;1.52;-73.92
6896;181;85;10.68;-62.21
6897;192;138;18.85;-49.44
6898;261;163;25.51;-35.14
6899;301;193;30.03;-19.2
6900;190;214;31.85;-2.06
6901;121;188;30.72;15.23
6902;76;129;26.79;31.52
6903;97;79;20.58;46.21
6904;122;44;12.72;59.31
6905;42;9;3.75;71.22
6906;0;0;0;82.49
6907;0;0;0;93.74
6908;0;0;0;105.67
6909;0;0;0;119.16
6910;0;0;0;135.24
6911;0;0;0;154.74
6912;0;0;0;177.25
6913;0;0;0;-159.65
6914;0;0;0;-139.23
6915;0;0;0;-122.38
6916;0;0;0;-108.38
6917;0;0;0;-96.17
6918;0;0;0;-84.84
6919;5;25;1.28;-73.65
6920;73;76;10.42;-61.95
6921;196;126;18.57;-49.2
6922;221;160;25.19;-34.94
6923;100;167;29.68;-19.05
6924;70;168;31.49;-1.99
6925;218;147;30.35;15.21
6926;240;120;26.43;31.43
6927;227;90;20.24;46.07
6928;245;35;12.39;59.14
6929;0;9;3.44;71.03
6930;0;0;0;82.28
6931;0;0;0;93.52
6932;0;0;0;105.46
6933;0;0;0;118.95
6934;0;0;0;135.06
6935;0;0;0;154.66
6936;0;0;0;177.31
6937;0;0;0;-159.45
6938;0;0;0;-138.96
6939;0;0;0;-122.08
6940;0;0;0;-108.08
6941;0;0;0;-95.88
6942;0;0;0;-84.56
6943;5;38;1.03;-73.38
6944;10;91;10.15;-61.7
6945;40;153;18.28;-48.96
6946;112;187;24.87;-34.74
6947;128;196;29.34;-18.91
6948;72;198;31.13;-1.93
6949;30;170;29.99;15.19
6950;60;123;26.08;31.34
6951;138;81;19.9;45.93
6952;165;40;12.07;58.96
6953;0;8;3.13;70.83
6954;0;0;0;82.08
6955;0;0;0;93.31
6956;0;0;0;105.23
6957;0;0;0;118.74
6958;0;0;0;134.88
6959;0;0;0;154.57
6960;0;0;0;177.36
6961;0;0;0;-159.25
6962;0;0;0;-138.68
6963;0;0;0;-121.78
6964;0;0;0;-107.78
6965;0;0;0;-95.6
6966;0;0;0;-84.29
6967;96;26;0.78;-73.12
6968;210;64;9.89;-61.45
6969;239;120;17.99;-48.74
6970;207;178;24.56;-34.55
6971;150;207;29;-18.77
6972;232;194;30.77;-1.87
6973;341;164;29.63;15.16
6974;326;140;25.73;31.24
6975;364;89;19.57;45.78
6976;308;37;11.75;58.79
6977;0;9;2.82;70.64
6978;0;0;0;81.87
6979;0;0;0;93.09
6980;0;0;0;105.01
6981;0;0;0;118.52
6982;0;0;0;134.7
6983;0;0;0;154.47
6984;0;0;0;177.41
6985;0;0;0;-159.06
6986;0;0;0;-138.4
6987;0;0;0;-121.48
6988;0;0;0;-107.49
6989;0;0;0;-95.31
6990;0;0;0;-84.02
6991;109;34;0.53;-72.86
6992;300;66;9.62;-61.21
6993;372;103;17.7;-48.51
6994;415;139;24.24;-34.36
6995;587;127;28.66;-18.64
6996;561;128;30.42;-1.81
6997;382;138;29.27;15.14
6998;321;108;25.38;31.15
6999;268;73;19.24;45.64
7000;205;36;11.44;58.61
7001;0;8;2.52;70.45
7002;0;0;0;81.66
7003;0;0;0;92.87
7004;0;0;0;104.79
7005;0;0;0;118.3
7006;0;0;0;134.51
7007;0;0;0;154.37
7008;0;0;0;177.46
7009;0;0;0;-158.87
7010;0;0;0;-138.13
7011;0;0;0;-121.19
7012;0;0;0;-107.2
7013;0;0;0;-95.04
7014;0;0;0;-83.75
7015;22;29;0.28;-72.6
7016;47;76;9.36;-60.97
7017;40;119;17.41;-48.29
7018;220;156;23.93;-34.18
7019;562;137;28.32;-18.52
7020;674;102;30.06;-1.76
7021;509;118;28.91;15.11
7022;279;130;25.03;31.05
7023;225;85;18.91;45.49
7024;202;28;11.13;58.44
7025;0;6;2.23;70.25
7026;0;0;0;81.45
7027;0;0;0;92.65
7028;0;0;0;104.56
7029;0;0;0;118.08
7030;0;0;0;134.32
7031;0;0;0;154.26
7032;0;0;0;177.5
7033;0;0;0;-158.68
7034;0;0;0;-137.86
7035;0;0;0;-120.89
7036;0;0;0;-106.91
7037;0;0;0;-94.76
7038;0;0;0;-83.49
7039;1;25;0.04;-72.35
7040;6;77;9.09;-60.73
7041;61;138;17.13;-48.08
7042;266;157;23.62;-34
7043;490;132;27.99;-18.39
7044;529;128;29.71;-1.72
7045;531;121;28.56;15.07
7046;527;93;24.69;30.95
7047;265;70;18.59;45.35
7048;20;31;10.82;58.26
7049;0;4;1.93;70.05
7050;0;0;0;81.24
7051;0;0;0;92.43
7052;0;0;0;104.33
7053;0;0;0;117.86
7054;0;0;0;134.13
7055;0;0;0;154.15
7056;0;0;0;177.54
7057;0;0;0;-158.5
7058;0;0;0;-137.6
7059;0;0;0;-120.61
7060;0;0;0;-106.63
7061;0;0;0;-94.49
7062;0;0;0;-83.23
7063;232;26;0;-72.11
7064;552;56;8.83;-60.5
7065;684;74;16.84;-47.87
7066;746;84;23.31;-33.82
7067;642;120;27.65;-18.28
7068;435;148;29.37;-1.67
7069;429;123;28.22;15.04
7070;435;95;24.36;30.85
7071;367;67;18.27;45.2
7072;186;29;10.52;58.09
7073;0;7;1.65;69.86
7074;0;0;0;81.03
7075;0;0;0;92.21
7076;0;0;0;104.11
7077;0;0;0;117.63
7078;0;0;0;133.93
7079;0;0;0;154.04
7080;0;0;0;177.58
7081;0;0;0;-158.32
7082;0;0;0;-137.34
7083;0;0;0;-120.32
7084;0;0;0;-106.35
7085;0;0;0;-94.22
7086;0;0;0;-82.98
7087;203;25;0;-71.87
7088;481;58;8.57;-60.27
7089;619;78;16.56;-47.66
7090;719;85;23;-33.66
7091;768;87;27.32;-18.17
7092;777;86;29.02;-1.63
7093;755;82;27.87;15
7094;695;73;24.02;30.75
7095;576;57;17.95;45.05
7096;249;30;10.22;57.91
7097;0;6;1.36;69.66
7098;0;0;0;80.82
7099;0;0;0;91.99
7100;0;0;0;103.87
7101;0;0;0;117.4
7102;0;0;0;133.73
7103;0;0;0;153.92
7104;0;0;0;177.6
7105;0;0;0;-158.14
7106;0;0;0;-137.08
7107;0;0;0;-120.04
7108;0;0;0;-106.07
7109;0;0;0;-93.96
7110;0;0;0;-82.73
7111;15;31;0;-71.63
7112;111;81;8.3;-60.05
7113;179;135;16.27;-47.47
7114;244;170;22.69;-33.49
7115;403;168;26.99;-18.06
7116;574;134;28.68;-1.6
7117;641;102;27.53;14.96
7118;573;91;23.7;30.65
7119;458;69;17.64;44.91
7120;194;33;9.93;57.73
7121;0;6;1.08;69.47
7122;0;0;0;80.61
7123;0;0;0;91.76
7124;0;0;0;103.64
7125;0;0;0;117.17
7126;0;0;0;133.52
7127;0;0;0;153.8
7128;0;0;0;177.63
7129;0;0;0;-157.97
7130;0;0;0;-136.82
7131;0;0;0;-119.76
7132;0;0;0;-105.8
7133;0;0;0;-93.7
7134;0;0;0;-82.48
7135;156;28;0;-71.4
7136;384;68;8.04;-59.83
7137;482;84;15.99;-47.27
7138;382;87;22.38;-33.34
7139;325;119;26.67;-17.96
7140;422;149;28.35;-1.57
7141;505;126;27.2;14.92
7142;349;96;23.37;30.54
7143;87;68;17.33;44.76
7144;19;27;9.64;57.55
7145;0;5;0.81;69.27
7146;0;0;0;80.4
7147;0;0;0;91.54
7148;0;0;0;103.41
7149;0;0;0;116.93
7150;0;0;0;133.31
7151;0;0;0;153.67
7152;0;0;0;177.65
7153;0;0;0;-157.8
7154;0;0;0;-136.57
7155;0;0;0;-119.49
7156;0;0;0;-105.53
7157;0;0;0;-93.44
7158;0;0;0;-82.24
7159;117;28;0;-71.17
7160;347;67;7.78;-59.62
7161;475;97;15.71;-47.08
7162;449;120;22.08;-33.18
7163;479;126;26.34;-17.86
7164;403;150;28.01;-1.54
7165;175;165;26.86;14.87
7166;69;138;23.05;30.43
7167;26;85;17.03;44.61
7168;4;29;9.35;57.38
7169;0;6;0.54;69.07
7170;0;0;0;80.19
7171;0;0;0;91.32
7172;0;0;0;103.17
7173;0;0;0;116.7
7174;0;0;0;133.1
7175;0;0;0;153.53
7176;0;0;0;177.66
7177;0;0;0;-157.64
7178;0;0;0;-136.32
7179;0;0;0;-119.22
7180;0;0;0;-105.27
7181;0;0;0;-93.19
7182;0;0;0;-82
7183;29;34;0;-70.94
7184;222;80;7.52;-59.41
7185;421;111;15.43;-46.9
7186;576;111;21.78;-33.04
7187;624;110;26.02;-17.77
7188;463;141;27.68;-1.52
7189;369;134;26.53;14.83
7190;275;105;22.73;30.33
7191;225;71;16.73;44.46
7192;133;24;9.07;57.2
7193;0;4;0.27;68.87
7194;0;0;0;79.97
7195;0;0;0;91.09
7196;0;0;0;102.94
7197;0;0;0;116.46
7198;0;0;0;132.88
7199;0;0;0;153.39
7200;0;0;0;177.67
7201;0;0;0;-157.48
7202;0;0;0;-136.08
7203;0;0;0;-118.96
7204;0;0;0;-105.01
7205;0;0;0;-92.95
7206;0;0;0;-81.77
7207;55;29;0;-70.73
7208;152;86;7.26;-59.21
7209;142;145;15.15;-46.72
7210;133;185;21.48;-32.9
7211;307;177;25.71;-17.68
7212;528;139;27.35;-1.5
7213;401;121;26.21;14.77
7214;96;86;22.42;30.22
7215;5;42;16.44;44.3
7216;1;18;8.8;57.02
7217;0;2;0.01;68.68
7218;0;0;0;79.76
7219;0;0;0;90.86
7220;0;0;0;102.7
7221;0;0;0;116.21
7222;0;0;0;132.65
7223;0;0;0;153.25
7224;0;0;0;177.68
7225;0;0;0;-157.32
7226;0;0;0;-135.84
7227;0;0;0;-118.7
7228;0;0;0;-104.75
7229;0;0;0;-92.7
7230;0;0;0;-81.54
7231;140;17;0;-70.51
7232;374;51;7.01;-59.02
7233;461;94;14.87;-46.55
7234;449;127;21.18;-32.76
7235;458;148;25.39;-17.6
7236;582;128;27.03;-1.48
7237;637;98;25.89;14.72
7238;591;83;22.12;30.11
7239;509;55;16.15;44.15
7240;210;25;8.53;56.84
7241;0;4;0;68.48
7242;0;0;0;79.55
7243;0;0;0;90.64
7244;0;0;0;102.46
7245;0;0;0;115.97
7246;0;0;0;132.43
7247;0;0;0;153.1
7248;0;0;0;177.68
7249;0;0;0;-157.17
7250;0;0;0;-135.61
7251;0;0;0;-118.44
7252;0;0;0;-104.5
7253;0;0;0;-92.47
7254;0;0;0;-81.32
7255;100;21;0;-70.3
7256;250;53;6.75;-58.82
7257;409;83;14.6;-46.38
7258;551;108;20.89;-32.63
7259;577;114;25.08;-17.52
7260;621;96;26.71;-1.47
7261;607;78;25.57;14.67
7262;551;67;21.81;29.99
7263;486;51;15.86;44
7264;207;24;8.26;56.66
7265;0;3;0;68.28
7266;0;0;0;79.34
7267;0;0;0;90.41
7268;0;0;0;102.22
7269;0;0;0;115.72
7270;0;0;0;132.2
7271;0;0;0;152.94
7272;0;0;0;177.67
7273;0;0;0;-157.03
7274;0;0;0;-135.38
7275;0;0;0;-118.19
7276;0;0;0;-104.26
7277;0;0;0;-92.23
7278;0;0;0;-81.1
7279;41;24;0;-70.1
7280;144;67;6.49;-58.64
7281;274;106;14.32;-46.22
7282;329;140;20.59;-32.5
7283;374;150;24.77;-17.44
7284;390;162;26.4;-1.46
7285;344;155;25.26;14.61
7286;327;113;21.52;29.88
7287;208;79;15.59;43.85
7288;51;35;8;56.48
7289;0;4;0;68.08
7290;0;0;0;79.12
7291;0;0;0;90.18
7292;0;0;0;101.98
7293;0;0;0;115.48
7294;0;0;0;131.97
7295;0;0;0;152.78
7296;0;0;0;177.66
7297;0;0;0;-156.89
7298;0;0;0;-135.15
7299;0;0;0;-117.94
7300;0;0;0;-104.02
7301;0;0;0;-92.01
7302;0;0;0;-80.89
7303;53;25;0;-69.9
7304;125;81;6.24;-58.46
7305;198;134;14.05;-46.06
7306;296;165;20.3;-32.38
7307;356;178;24.47;-17.38
7308;426;162;26.09;-1.46
7309;463;135;24.96;14.55
7310;272;128;21.22;29.76
7311;68;94;15.31;43.69
7312;19;32;7.74;56.3
7313;0;3;0;67.88
7314;0;0;0;78.91
7315;0;0;0;89.96
7316;0;0;0;101.74
7317;0;0;0;115.23
7318;0;0;0;131.73
7319;0;0;0;152.61
7320;0;0;0;177.64
7321;0;0;0;-156.75
7322;0;0;0;-134.93
7323;0;0;0;-117.7
7324;0;0;0;-103.78
7325;0;0;0;-91.78
7326;0;0;0;-80.68
7327;0;0;0;-69.71
7328;27;33;5.99;-58.28
7329;49;87;13.78;-45.91
7330;98;145;20.01;-32.27
7331;120;162;24.16;-17.31
7332;115;153;25.78;-1.46
7333;92;136;24.65;14.48
7334;38;96;20.94;29.65
7335;5;41;15.04;43.54
7336;0;13;7.49;56.12
7337;0;1;0;67.68
7338;0;0;0;78.7
7339;0;0;0;89.73
7340;0;0;0;101.5
7341;0;0;0;114.97
7342;0;0;0;131.49
7343;0;0;0;152.44
7344;0;0;0;177.62
7345;0;0;0;-156.62
7346;0;0;0;-134.71
7347;0;0;0;-117.46
7348;0;0;0;-103.55
7349;0;0;0;-91.57
7350;0;0;0;-80.47
7351;0;0;0;-69.52
7352;70;57;5.73;-58.11
7353;188;94;13.51;-45.77
7354;348;121;19.73;-32.16
7355;456;134;23.86;-17.25
7356;518;131;25.47;-1.46
7357;466;126;24.36;14.42
7358;350;109;20.65;29.53
7359;198;76;14.78;43.38
7360;66;29;7.25;55.94
7361;0;2;0;67.49
7362;0;0;0;78.48
7363;0;0;0;89.5
7364;0;0;0;101.25
7365;0;0;0;114.72
7366;0;0;0;131.25
7367;0;0;0;152.26
7368;0;0;0;177.58
7369;0;0;0;-156.5
7370;0;0;0;-134.5
7371;0;0;0;-117.23
7372;0;0;0;-103.32
7373;0;0;0;-91.35
7374;0;0;0;-80.27
7375;0;0;0;-69.34
7376;227;47;5.48;-57.94
7377;168;87;13.25;-45.62
7378;19;82;19.45;-32.05
7379;6;49;23.57;-17.2
7380;2;45;25.17;-1.47
7381;3;57;24.06;14.35
7382;8;58;20.38;29.41
7383;37;40;14.52;43.23
7384;32;16;7.01;55.76
7385;0;1;0;67.29
7386;0;0;0;78.27
7387;0;0;0;89.27
7388;0;0;0;101.01
7389;0;0;0;114.47
7390;0;0;0;131
7391;0;0;0;152.08
7392;0;0;0;177.55
7393;0;0;0;-156.38
7394;0;0;0;-134.3
7395;0;0;0;-117.01
7396;0;0;0;-103.1
7397;0;0;0;-91.15
7398;0;0;0;-80.08
7399;0;0;0;-69.16
7400;345;50;5.24;-57.78
7401;440;76;12.98;-45.49
7402;521;86;19.17;-31.96
7403;573;93;23.28;-17.15
7404;631;91;24.88;-1.48
7405;644;88;23.78;14.28
7406;546;79;20.1;29.29
7407;383;57;14.27;43.07
7408;139;22;6.77;55.58
7409;0;1;0;67.09
7410;0;0;0;78.06
7411;0;0;0;89.04
7412;0;0;0;100.77
7413;0;0;0;114.21
7414;0;0;0;130.75
7415;0;0;0;151.89
7416;0;0;0;177.5
7417;0;0;0;-156.27
7418;0;0;0;-134.1
7419;0;0;0;-116.79
7420;0;0;0;-102.89
7421;0;0;0;-90.94
7422;0;0;0;-79.89
7423;0;0;0;-68.98
7424;473;41;4.99;-57.63
7425;642;62;12.72;-45.36
7426;731;73;18.89;-31.86
7427;659;93;22.99;-17.11
7428;574;106;24.59;-1.49
7429;594;92;23.49;14.21
7430;599;70;19.84;29.17
7431;474;47;14.02;42.91
7432;174;19;6.54;55.4
7433;0;1;0;66.89
7434;0;0;0;77.84
7435;0;0;0;88.82
7436;0;0;0;100.52
7437;0;0;0;113.95
7438;0;0;0;130.5
7439;0;0;0;151.7
7440;0;0;0;177.45
7441;0;0;0;-156.16
7442;0;0;0;-133.91
7443;0;0;0;-116.57
7444;0;0;0;-102.68
7445;0;0;0;-90.75
7446;0;0;0;-79.71
7447;0;0;0;-68.82
7448;459;39;4.75;-57.48
7449;631;62;12.46;-45.24
7450;731;72;18.62;-31.77
7451;772;76;22.71;-17.07
7452;764;79;24.3;-1.51
7453;726;76;23.22;14.13
7454;571;75;19.57;29.05
7455;428;55;13.78;42.76
7456;209;16;6.32;55.22
7457;0;1;0;66.7
7458;0;0;0;77.63
7459;0;0;0;88.59
7460;0;0;0;100.28
7461;0;0;0;113.69
7462;0;0;0;130.24
7463;0;0;0;151.5
7464;0;0;0;177.4
7465;0;0;0;-156.06
7466;0;0;0;-133.72
7467;0;0;0;-116.36
7468;0;0;0;-102.47
7469;0;0;0;-90.55
7470;0;0;0;-79.53
7471;0;0;0;-68.65
7472;86;49;4.5;-57.34
7473;149;95;12.2;-45.12
7474;234;134;18.35;-31.69
7475;305;140;22.43;-17.03
7476;389;123;24.02;-1.53
7477;496;96;22.94;14.05
7478;515;71;19.32;28.92
7479;383;50;13.54;42.6
7480;146;17;6.1;55.04
7481;0;1;0;66.5
7482;0;0;0;77.42
7483;0;0;0;88.36
7484;0;0;0;100.03
7485;0;0;0;113.43
7486;0;0;0;129.98
7487;0;0;0;151.29
7488;0;0;0;177.34
7489;0;0;0;-155.97
7490;0;0;0;-133.54
7491;0;0;0;-116.16
7492;0;0;0;-102.27
7493;0;0;0;-90.37
7494;0;0;0;-79.36
7495;0;0;0;-68.5
7496;243;33;4.26;-57.2
7497;294;72;11.95;-45
7498;134;119;18.08;-31.61
7499;44;128;22.15;-17
7500;47;122;23.75;-1.55
7501;44;127;22.68;13.98
7502;107;105;19.07;28.8
7503;225;58;13.31;42.44
7504;135;15;5.89;54.86
7505;0;0;0;66.3
7506;0;0;0;77.21
7507;0;0;0;88.14
7508;0;0;0;99.79
7509;0;0;0;113.17
7510;0;0;0;129.72
7511;0;0;0;151.08
7512;0;0;0;177.27
7513;0;0;0;-155.88
7514;0;0;0;-133.36
7515;0;0;0;-115.96
7516;0;0;0;-102.08
7517;0;0;0;-90.19
7518;0;0;0;-79.19
7519;0;0;0;-68.35
7520;0;23;4.02;-57.07
7521;3;47;11.7;-44.9
7522;3;57;17.82;-31.54
7523;2;55;21.88;-16.97
